title,description,category,brand,condition,price,seller_account_age_days,seller_review_count,seller_rating_average,prior_flagged_listings,active_listing_count,duplicate_photo,urgent_language,off_platform_contact,prohibited_language,brand_mismatch,label,source
Sony gaming poor near Mohammadpur,poor Sony gaming available near Mohammadpur. Inspection welcome before purchase.,gaming,Sony,poor,9250,632,20,4.6,0,8,0,0,0,0,0,clean,synthetic_showcase_generator
Generic accessories poor near Uttara,poor Generic accessories available near Uttara. Inspection welcome before purchase. Original receipt available.,accessories,Generic,poor,1950,311,6,4.4,0,2,0,0,0,0,0,clean,synthetic_showcase_generator
Xiaomi phone new near Badda,new Xiaomi phone available near Badda. Inspection welcome before purchase.,phone,Xiaomi,new,42900,752,3,4.2,1,7,0,0,0,0,0,clean,synthetic_showcase_generator
Dell laptop new near Wari,new Dell laptop available near Wari. Inspection welcome before purchase.,laptop,Dell,new,74800,264,10,4.5,0,8,0,0,0,0,0,clean,synthetic_showcase_generator
Fujifilm camera new near Dhanmondi,new Fujifilm camera available near Dhanmondi. Inspection welcome before purchase.,camera,Fujifilm,new,42100,731,11,4.9,0,7,0,0,0,0,0,clean,synthetic_showcase_generator
Hatil furniture new near Banani,new Hatil furniture available near Banani. Inspection welcome before purchase.,furniture,Hatil,new,11750,340,29,4.1,0,7,0,0,0,0,0,clean,synthetic_showcase_generator
Duranta bicycle new near Gulshan,new Duranta bicycle available near Gulshan. Inspection welcome before purchase.,bicycle,Duranta,new,19850,647,19,4.5,0,4,0,0,0,0,0,clean,synthetic_showcase_generator
LG appliance new near Mirpur,new LG appliance available near Mirpur. Inspection welcome before purchase.,appliance,LG,new,28800,159,30,4.6,0,4,0,0,0,0,0,clean,synthetic_showcase_generator
Generic fashion new near Mohammadpur,"advance sale. outside app only, pay deposit first before inspection.",fashion,Generic,new,1550,5,0,0.4,2,9,0,1,1,0,0,fraud,synthetic_showcase_generator
Pearson books new near Uttara,"final price today sale. direct call only, pay deposit first before inspection.",books,Pearson,new,650,6,0,2.2,0,3,0,1,1,0,0,fraud,synthetic_showcase_generator
Logitech gaming new near Badda,"inbox fast sale. IMO only, pay deposit first before inspection.",gaming,Logitech,new,5300,5,0,0.7,1,9,0,1,1,0,0,fraud,synthetic_showcase_generator
Generic accessories new near Wari,"inbox fast sale. Telegram only, pay deposit first before inspection.",accessories,Generic,new,3300,5,0,0.5,2,6,0,1,1,0,0,fraud,synthetic_showcase_generator
Samsung phone excellent near Dhanmondi,"bkash only sale. direct call only, pay deposit first before inspection.",phone,Samsung,excellent,17400,6,1,0.2,4,5,0,1,1,0,0,fraud,synthetic_showcase_generator
Lenovo laptop excellent near Banani,"urgent sale. outside app only, pay deposit first before inspection.",laptop,Lenovo,excellent,12800,3,0,3.4,0,10,0,1,1,0,0,fraud,synthetic_showcase_generator
Fujifilm camera excellent near Gulshan,"advance sale. Telegram only, pay deposit first before inspection.",camera,Fujifilm,excellent,8050,3,0,1.5,0,4,0,1,1,0,0,fraud,synthetic_showcase_generator
Otobi furniture excellent near Mirpur,"no inspection sale. WhatsApp only, pay deposit first before inspection.",furniture,Otobi,excellent,3600,1,0,2.5,1,5,0,1,1,0,0,fraud,synthetic_showcase_generator
Phoenix bicycle excellent near Mohammadpur,"advance sale. IMO only, pay deposit first before inspection.",bicycle,Phoenix,excellent,6700,1,0,3.2,2,5,0,1,1,0,0,fraud,synthetic_showcase_generator
Samsung appliance excellent near Uttara,"advance sale. outside app only, pay deposit first before inspection.",appliance,Samsung,excellent,3500,4,0,2.0,3,12,0,1,1,0,0,fraud,synthetic_showcase_generator
Sailor fashion excellent near Badda,"inbox fast sale. direct call only, pay deposit first before inspection.",fashion,Sailor,excellent,1400,4,0,1.5,3,8,0,1,1,0,0,fraud,synthetic_showcase_generator
Nilkhet books excellent near Wari,"urgent sale. outside app only, pay deposit first before inspection.",books,Nilkhet,excellent,550,1,0,2.2,3,10,0,1,1,0,0,fraud,synthetic_showcase_generator
Microsoft gaming excellent near Dhanmondi,"inbox fast sale. direct call only, pay deposit first before inspection.",gaming,Microsoft,excellent,7850,6,1,3.6,2,3,0,1,1,0,0,fraud,synthetic_showcase_generator
Anker accessories excellent near Banani,"token money sale. direct call only, pay deposit first before inspection.",accessories,Anker,excellent,2050,0,0,1.6,1,7,0,1,1,0,0,fraud,synthetic_showcase_generator
Apple phone good near Gulshan,"bkash only sale. Telegram only, pay deposit first before inspection.",phone,Apple,good,12200,6,1,3.4,2,6,0,1,1,0,0,fraud,synthetic_showcase_generator
Apple laptop good near Mirpur,"inbox fast sale. Telegram only, pay deposit first before inspection.",laptop,Apple,good,11250,6,1,2.0,0,6,0,1,1,0,0,fraud,synthetic_showcase_generator
Canon camera good near Mohammadpur,"no inspection sale. IMO only, pay deposit first before inspection.",camera,Canon,good,6650,3,1,0.8,3,7,0,1,1,0,0,fraud,synthetic_showcase_generator
Otobi furniture good near Uttara,"no inspection sale. WhatsApp only, pay deposit first before inspection.",furniture,Otobi,good,2200,0,0,1.8,4,4,0,1,1,0,0,fraud,synthetic_showcase_generator
Giant bicycle good near Badda,"no inspection sale. outside app only, pay deposit first before inspection.",bicycle,Giant,good,3200,2,1,2.8,4,9,0,1,1,0,0,fraud,synthetic_showcase_generator
Singer appliance good near Wari,"no inspection sale. Telegram only, pay deposit first before inspection.",appliance,Singer,good,7000,1,0,1.7,0,8,0,1,1,0,0,fraud,synthetic_showcase_generator
Generic fashion good near Dhanmondi,Same photo repost. urgent pickup near Dhanmondi.,fashion,Generic,good,650,6,0,3.2,1,3,1,1,0,0,0,duplicate,synthetic_showcase_generator
Cambridge books good near Banani,Same photo repost. bkash only pickup near Banani.,books,Cambridge,good,200,1,0,2.6,0,4,1,1,0,0,0,duplicate,synthetic_showcase_generator
Logitech gaming good near Gulshan,Same photo repost. token money pickup near Gulshan.,gaming,Logitech,good,6150,1,0,1.5,0,4,1,1,0,0,0,duplicate,synthetic_showcase_generator
Baseus accessories good near Mirpur,Same photo repost. inbox fast pickup near Mirpur.,accessories,Baseus,good,1550,1,1,2.4,1,3,1,1,0,0,0,duplicate,synthetic_showcase_generator
Xiaomi phone fair near Mohammadpur,Same photo repost. final price today pickup near Mohammadpur.,phone,Xiaomi,fair,8050,3,1,2.3,1,6,1,1,0,0,0,duplicate,synthetic_showcase_generator
Apple laptop fair near Uttara,Same photo repost. advance pickup near Uttara.,laptop,Apple,fair,13150,3,1,1.4,4,9,1,1,0,0,0,duplicate,synthetic_showcase_generator
Nikon camera fair near Badda,Same photo repost. token money pickup near Badda.,camera,Nikon,fair,10000,4,0,2.3,2,9,1,1,0,0,0,duplicate,synthetic_showcase_generator
Local furniture fair near Wari,Same photo repost. urgent pickup near Wari.,furniture,Local,fair,3050,5,0,1.4,3,9,1,1,0,0,0,duplicate,synthetic_showcase_generator
Trek bicycle fair near Dhanmondi,Same photo repost. urgent pickup near Dhanmondi.,bicycle,Trek,fair,2800,6,0,2.5,2,10,1,1,0,0,0,duplicate,synthetic_showcase_generator
passport service near Banani,NID card available. direct call for direct deal.,appliance,LG,fair,5750,1,0,1.9,3,5,0,0,1,1,0,prohibited,synthetic_showcase_generator
passport service near Gulshan,NID card available. IMO for direct deal.,fashion,Generic,fair,1600,6,1,0.1,2,6,0,0,1,1,0,prohibited,synthetic_showcase_generator
driving license service near Mirpur,passport available. IMO for direct deal.,books,Pearson,fair,4200,6,1,2.7,1,11,0,0,1,1,0,prohibited,synthetic_showcase_generator
NID card service near Mohammadpur,sim card available. WhatsApp for direct deal.,gaming,Sony,fair,4450,5,0,0.8,4,8,0,0,1,1,0,prohibited,synthetic_showcase_generator
passport service near Uttara,NID card available. WhatsApp for direct deal.,accessories,Baseus,fair,3150,4,1,3.4,2,3,0,0,1,1,0,prohibited,synthetic_showcase_generator
bank account service near Badda,bank account available. IMO for direct deal.,phone,OnePlus,poor,3900,4,1,0.9,4,5,0,0,1,1,0,prohibited,synthetic_showcase_generator
NID card service near Wari,NID card available. direct call for direct deal.,laptop,Lenovo,poor,5850,3,1,2.9,1,4,0,0,1,1,0,prohibited,synthetic_showcase_generator
Nikon Aarong mixed listing,Brand field and title do not match. no inspection.,camera,Nikon,poor,15000,1,0,2.7,0,12,0,0,0,0,1,spam,synthetic_showcase_generator
Regal Singer mixed listing,Brand field and title do not match. inbox fast.,furniture,Regal,poor,1950,3,0,1.1,2,12,0,0,0,0,1,spam,synthetic_showcase_generator
Giant Otobi mixed listing,Brand field and title do not match. inbox fast.,bicycle,Giant,poor,2950,5,1,3.3,2,3,0,0,0,0,1,spam,synthetic_showcase_generator
Samsung Lenovo mixed listing,Brand field and title do not match. bkash only.,appliance,Samsung,poor,7100,1,0,1.3,4,4,0,0,0,0,1,spam,synthetic_showcase_generator
Aarong Sailor mixed listing,Brand field and title do not match. token money.,fashion,Aarong,poor,1000,6,0,3.3,0,11,0,0,0,0,1,spam,synthetic_showcase_generator
Pearson Microsoft mixed listing,Brand field and title do not match. token money.,books,Pearson,poor,200,4,0,0.2,3,6,0,0,0,0,1,spam,synthetic_showcase_generator
Logitech Apple mixed listing,Brand field and title do not match. inbox fast.,gaming,Logitech,poor,7550,6,1,1.4,1,12,0,0,0,0,1,spam,synthetic_showcase_generator
Anker Fujifilm mixed listing,Brand field and title do not match. no inspection.,accessories,Anker,poor,1600,3,0,1.9,2,4,0,0,0,0,1,spam,synthetic_showcase_generator
OnePlus phone new near Dhanmondi,new OnePlus phone available near Dhanmondi. Inspection welcome before purchase.,phone,OnePlus,new,52950,662,10,4.7,0,8,0,0,0,0,0,clean,synthetic_showcase_generator
Apple laptop new near Banani,new Apple laptop available near Banani. Inspection welcome before purchase.,laptop,Apple,new,90000,640,8,4.7,0,3,0,0,0,0,0,clean,synthetic_showcase_generator
Nikon camera new near Gulshan,new Nikon camera available near Gulshan. Inspection welcome before purchase.,camera,Nikon,new,55550,857,15,4.0,1,3,0,0,0,0,0,clean,synthetic_showcase_generator
Otobi furniture new near Mirpur,new Otobi furniture available near Mirpur. Inspection welcome before purchase.,furniture,Otobi,new,9800,864,30,4.9,1,1,0,0,0,0,0,clean,synthetic_showcase_generator
Trek bicycle new near Mohammadpur,new Trek bicycle available near Mohammadpur. Inspection welcome before purchase.,bicycle,Trek,new,16500,809,28,4.6,1,8,0,0,0,0,0,clean,synthetic_showcase_generator
Singer appliance new near Uttara,new Singer appliance available near Uttara. Inspection welcome before purchase.,appliance,Singer,new,23000,254,27,4.5,0,7,0,0,0,0,0,clean,synthetic_showcase_generator
Sailor fashion new near Badda,new Sailor fashion available near Badda. Inspection welcome before purchase.,fashion,Sailor,new,3400,99,18,4.1,0,3,0,0,0,0,0,clean,synthetic_showcase_generator
OReilly books new near Wari,new OReilly books available near Wari. Inspection welcome before purchase.,books,OReilly,new,1600,830,8,4.8,0,1,0,0,0,0,0,clean,synthetic_showcase_generator
Sony gaming new near Dhanmondi,new Sony gaming available near Dhanmondi. Inspection welcome before purchase.,gaming,Sony,new,37200,476,11,4.5,0,8,0,0,0,0,0,clean,synthetic_showcase_generator
Generic accessories new near Banani,new Generic accessories available near Banani. Inspection welcome before purchase.,accessories,Generic,new,5450,495,7,4.4,0,6,0,0,0,0,0,clean,synthetic_showcase_generator
Google phone excellent near Gulshan,excellent Google phone available near Gulshan. Inspection welcome before purchase.,phone,Google,excellent,41750,885,4,4.5,1,7,0,0,0,0,0,clean,synthetic_showcase_generator
Asus laptop excellent near Mirpur,excellent Asus laptop available near Mirpur. Inspection welcome before purchase.,laptop,Asus,excellent,49450,172,9,4.5,0,2,0,0,0,0,0,clean,synthetic_showcase_generator
Canon camera excellent near Mohammadpur,excellent Canon camera available near Mohammadpur. Inspection welcome before purchase.,camera,Canon,excellent,32100,841,26,4.5,0,7,0,0,0,0,0,clean,synthetic_showcase_generator
Local furniture excellent near Uttara,excellent Local furniture available near Uttara. Inspection welcome before purchase.,furniture,Local,excellent,8000,345,11,4.4,1,5,0,0,0,0,0,clean,synthetic_showcase_generator
Trek bicycle excellent near Badda,excellent Trek bicycle available near Badda. Inspection welcome before purchase.,bicycle,Trek,excellent,19600,170,5,4.6,0,8,0,0,0,0,0,clean,synthetic_showcase_generator
Samsung appliance excellent near Wari,excellent Samsung appliance available near Wari. Inspection welcome before purchase.,appliance,Samsung,excellent,16300,278,16,4.2,0,2,0,0,0,0,0,clean,synthetic_showcase_generator
Yellow fashion excellent near Dhanmondi,excellent Yellow fashion available near Dhanmondi. Inspection welcome before purchase.,fashion,Yellow,excellent,4100,577,18,4.2,0,2,0,0,0,0,0,clean,synthetic_showcase_generator
Cambridge books excellent near Banani,excellent Cambridge books available near Banani. Inspection welcome before purchase.,books,Cambridge,excellent,1350,569,24,5.0,0,7,0,0,0,0,0,clean,synthetic_showcase_generator
Microsoft gaming excellent near Gulshan,excellent Microsoft gaming available near Gulshan. Inspection welcome before purchase.,gaming,Microsoft,excellent,23400,824,2,4.9,0,6,0,0,0,0,0,clean,synthetic_showcase_generator
Baseus accessories excellent near Mirpur,excellent Baseus accessories available near Mirpur. Inspection welcome before purchase.,accessories,Baseus,excellent,4200,662,35,4.2,1,5,0,0,0,0,0,clean,synthetic_showcase_generator
Samsung phone good near Mohammadpur,good Samsung phone available near Mohammadpur. Inspection welcome before purchase.,phone,Samsung,good,38400,215,24,4.1,1,7,0,0,0,0,0,clean,synthetic_showcase_generator
Dell laptop good near Uttara,good Dell laptop available near Uttara. Inspection welcome before purchase.,laptop,Dell,good,38400,861,20,4.2,1,6,0,0,0,0,0,clean,synthetic_showcase_generator
Sony camera good near Badda,good Sony camera available near Badda. Inspection welcome before purchase.,camera,Sony,good,32900,576,22,5.0,1,1,0,0,0,0,0,clean,synthetic_showcase_generator
Local furniture good near Wari,good Local furniture available near Wari. Inspection welcome before purchase. Original receipt available.,furniture,Local,good,8900,631,22,4.6,0,6,0,0,0,0,0,clean,synthetic_showcase_generator
Phoenix bicycle good near Dhanmondi,good Phoenix bicycle available near Dhanmondi. Inspection welcome before purchase.,bicycle,Phoenix,good,13350,302,18,4.5,0,2,0,0,0,0,0,clean,synthetic_showcase_generator
Walton appliance good near Banani,good Walton appliance available near Banani. Inspection welcome before purchase. Original receipt available.,appliance,Walton,good,12050,41,28,4.5,0,3,0,0,0,0,0,clean,synthetic_showcase_generator
Sailor fashion good near Gulshan,good Sailor fashion available near Gulshan. Inspection welcome before purchase.,fashion,Sailor,good,2350,249,4,4.9,1,5,0,0,0,0,0,clean,synthetic_showcase_generator
Nilkhet books good near Mirpur,good Nilkhet books available near Mirpur. Inspection welcome before purchase. Original receipt available.,books,Nilkhet,good,1400,521,28,4.0,1,6,0,0,0,0,0,clean,synthetic_showcase_generator
Sony gaming good near Mohammadpur,good Sony gaming available near Mohammadpur. Inspection welcome before purchase.,gaming,Sony,good,16100,809,9,4.7,1,2,0,0,0,0,0,clean,synthetic_showcase_generator
Baseus accessories good near Uttara,good Baseus accessories available near Uttara. Inspection welcome before purchase.,accessories,Baseus,good,4350,475,17,4.8,1,3,0,0,0,0,0,clean,synthetic_showcase_generator
Samsung phone fair near Badda,fair Samsung phone available near Badda. Inspection welcome before purchase.,phone,Samsung,fair,22700,748,17,4.6,0,3,0,0,0,0,0,clean,synthetic_showcase_generator
Lenovo laptop fair near Wari,fair Lenovo laptop available near Wari. Inspection welcome before purchase.,laptop,Lenovo,fair,34950,183,2,5.0,1,5,0,0,0,0,0,clean,synthetic_showcase_generator
